a0,a1,a2,a3,a4,a5,a6,a7,a8
1512599710,77,119,77,52,77,28380,79,76
1512600010,77,22,77,20,77,28452,79,76
1512600310,77,54,77,41,77,28459,79,76
1512600611,77,63,77,33,77,28320,79,76
1512600910,77,57,77,41,77,28356,79,76
1512601210,77,46,77,36,77,28394,79,76
1512601509,77,56,77,39,77,28195,79,76
1512601810,77,65,77,45,77,28226,79,76
1512602110,77,18,77,35,77,28665,79,76
1512602409,77,18,77,49,77,28573,79,76
1512602709,77,34,77,37,77,28590,79,76
1512603010,77,73,77,52,77,28629,79,76
1512603310,77,37,77,32,77,28498,79,76
1512603609,77,28,77,37,77,28517,79,76
1512603909,77,65,77,63,77,28536,79,76
1512604211,77,53,77,57,77,28536,79,76
1512604509,77,61,77,46,77,28546,79,76
1512604810,77,38,77,33,77,28584,79,76
1512605110,77,43,77,52,77,28575,79,76
1512605411,77,34,77,37,77,28627,79,76
1512605710,77,24,77,40,77,28640,79,76
1512606010,77,47,77,39,77,28378,79,76
1512606310,77,57,77,37,77,28389,79,76
1512606610,77,24,77,25,77,28431,79,76
1512606910,77,33,77,35,77,28286,79,76
1512607209,77,51,77,45,77,28338,79,76
1512607510,77,25,77,21,77,28221,79,76
1512607810,77,16,77,19,77,28232,79,76
1512608110,77,23,77,102,77,28263,79,76
1512608410,77,58,77,39,77,28424,79,76
1512608711,77,54,77,88,77,28410,79,76
1512609009,77,47,77,103,77,28419,79,76
1512609309,77,48,77,105,77,28466,79,76
1512609610,77,36,77,57,77,28436,79,76
1512609910,77,49,77,123,77,28445,79,76
1512610209,77,39,77,117,77,28449,79,76
1512610509,77,31,77,114,77,28292,79,76
1512610809,77,28,77,43,77,28432,79,76
1512611110,77,22,77,43,77,28468,79,76
1512611410,77,12,77,38,77,28327,79,76
1512611709,77,16,77,72,77,28357,79,76
1512612011,77,19,77,35,77,28580,79,76
1512612310,77,60,77,66,77,28519,79,76
1512612610,77,40,77,44,77,28536,79,76
1512612910,77,19,77,39,77,28558,79,76
1512613209,77,13,77,38,77,28545,79,76
1512613510,77,37,77,26,77,28582,79,76
1512613810,77,20,77,33,77,28606,79,76
1512614111,77,27,77,18,77,28532,79,76
1512614410,77,19,77,44,77,28572,79,76
1512614710,77,38,77,23,77,28591,79,76
1512615010,77,54,77,47,77,28563,79,76
1512615310,77,32,77,49,77,28581,79,76
1512615610,77,32,77,37,77,28615,79,76
1512615910,77,75,77,28,77,28519,79,76
1512616210,77,72,77,17,77,28559,79,76
1512616509,77,50,77,27,77,28717,79,76
1512616809,77,63,77,23,77,28602,79,76
1512617109,77,30,77,36,77,28642,79,76
1512617410,77,88,77,20,77,28681,79,76
1512617710,77,65,77,27,77,28580,79,76
1512618010,77,71,77,39,77,28612,79,76
1512618310,77,57,77,29,77,28639,79,76
1512618609,77,42,77,46,77,28600,79,76
1512618909,77,50,77,43,77,28617,79,76
1512619210,77,75,77,29,77,28653,79,76
1512619510,77,19,77,18,77,28559,79,76
1512619810,77,38,77,22,77,28580,79,76
1512620110,77,30,77,22,77,28628,79,76
1512620410,77,25,77,13,77,28340,79,76
1512620710,77,54,77,24,77,28417,79,76
1512621010,77,14,77,35,77,28547,79,76
1512621311,77,32,77,35,77,28430,79,76
1512621610,77,30,77,58,77,28511,79,76
1512621910,77,71,77,15,77,28759,79,76
1512622210,77,60,77,34,77,28872,79,76
1512622509,79,64,79,67,79,31437,79,76
1512622810,79,122,79,25,79,32220,79,76
1512623110,79,146,79,26,79,30223,79,76
1512623410,79,135,79,38,79,30699,79,76
1512623710,79,104,79,42,79,30500,79,76
1512624011,79,73,79,26,79,30600,79,76
1512624309,79,54,79,35,79,30680,79,76
1512624609,79,67,79,18,79,30450,79,76
1512624910,79,146,79,54,79,30589,79,76
1512625211,79,106,79,41,79,30700,79,76
1512625510,78,108,78,37,78,30758,79,76
1512625810,79,44,79,43,79,30682,79,76
1512626110,79,99,79,15,79,30788,79,76
1512626410,79,49,79,24,79,30847,79,76
1512626709,79,49,79,12,79,30508,79,76
1512627010,78,100,78,45,78,30632,79,76
1512627311,79,39,79,39,79,30750,79,76
1512627609,78,77,78,66,78,30527,79,76
1512627910,78,65,78,26,78,30646,79,76
1512628210,78,73,78,19,78,30776,79,76
1512628509,78,60,78,16,78,30642,79,76
1512628809,78,73,78,14,78,30699,79,76
1512629110,78,72,78,17,78,30750,79,76
1512629410,78,89,78,66,78,30528,79,76
1512629709,78,55,78,17,78,30696,79,76
1512630010,78,21,78,21,78,30709,79,76
1512630309,78,68,78,82,78,30592,79,76
1512630610,78,47,78,89,78,30656,79,76
1512630910,78,60,78,81,78,30675,79,76
1512631209,78,59,78,40,78,30625,79,76
1512631510,78,63,78,52,78,30803,79,76
1512631809,78,56,78,23,78,30830,79,76
1512632109,78,52,78,18,78,30589,79,76
1512632410,78,18,78,47,78,30669,79,76
1512632710,78,75,78,34,78,30701,79,76
1512633009,78,37,78,28,78,30550,79,76
1512633310,78,59,78,28,78,30558,79,76
1512633610,78,41,78,56,78,30591,79,76
1512633909,78,38,78,79,78,30116,79,76
1512634210,78,66,78,106,78,30128,79,76
1512634509,78,39,78,74,78,30157,79,76
1512634809,78,66,78,30,78,29946,79,76
1512635110,78,50,78,90,78,29985,79,76
1512635409,78,31,78,82,78,29999,79,76
1512635709,78,49,78,59,78,29927,79,76
1512636010,78,54,78,50,78,29943,79,76
1512636310,78,60,78,56,78,30013,79,76
1512636609,78,59,78,35,78,29937,79,76
1512636911,78,25,78,17,78,30004,79,76
1512637211,78,27,78,28,78,30028,79,76
1512637510,78,66,78,36,78,29885,79,76
1512637810,78,48,78,40,78,29902,79,76
1512638110,78,44,78,23,78,30096,79,76
1512638410,78,70,78,21,78,30056,79,76
1512638710,78,65,78,48,78,30079,79,76
1512639010,78,47,78,45,78,30233,79,76
1512639309,78,25,78,15,78,30238,79,76
1512639610,78,17,78,18,78,30269,79,76
1512639910,78,38,78,29,78,30334,79,76
1512640210,78,67,78,37,78,30284,79,76
1512640509,79,49,79,32,79,30356,79,76
1512640810,79,62,79,20,79,30401,79,76
1512641109,79,40,79,56,79,30288,79,76
1512641410,79,23,79,30,79,30512,79,76
1512641710,79,56,79,37,79,30561,79,76
1512642011,79,30,79,25,79,30467,79,76
1512642309,78,26,78,31,78,30496,79,76
1512642610,78,62,78,37,78,30685,79,76
1512642909,78,30,78,28,78,30560,79,76
1512643211,78,26,78,24,78,30587,79,76
1512643510,78,47,78,15,78,30616,79,76
1512643809,78,47,78,24,78,30074,79,76
1512644110,78,54,78,31,78,30121,79,76
1512644410,78,87,78,33,78,30159,79,76
1512644710,78,67,78,32,78,30063,79,76
1512645010,79,43,79,50,79,30145,79,76
1512645310,79,56,79,65,79,30377,79,76
1512645611,79,43,79,40,79,29802,79,76
1512645910,78,55,78,26,78,29984,79,76
1512646210,78,54,78,32,78,30011,79,76
1512646509,78,43,78,18,78,29815,79,76
1512646809,78,54,78,21,78,29841,79,76
1512647110,78,51,78,44,78,29861,79,76
1512647410,78,37,78,46,78,29815,79,76
1512647710,78,37,78,48,78,29850,79,76
1512648010,78,24,78,29,78,29930,79,76
1512648310,78,41,78,28,78,29658,79,76
1512648609,78,60,78,25,78,29694,79,76
1512648910,78,62,78,28,78,29797,79,76
1512649210,78,51,78,17,78,29675,79,76
1512649509,78,59,78,10,78,29709,79,76
1512649810,78,39,78,17,78,29729,79,76
1512650109,78,44,78,18,78,29711,79,76
1512650410,78,29,78,42,78,29794,79,76
1512650710,78,39,78,34,78,29808,79,76
1512651009,78,39,78,29,78,29533,79,76
1512651310,78,45,78,32,78,29575,79,76
1512651611,77,49,77,56,77,31206,79,76
1512651910,77,62,77,44,77,32060,79,76
1512652210,77,31,77,141,77,32312,79,76
1512652510,77,26,77,26,77,32711,79,76
1512652809,77,24,77,35,77,32750,79,76
1512653110,77,46,77,33,77,32842,79,76
1512653410,77,21,77,27,77,32878,79,76
1512653710,78,47,78,63,78,32943,79,76
1512654011,77,58,77,24,77,33050,79,76
1512654309,77,36,77,44,77,33101,79,76
1512654610,77,16,77,27,77,33016,79,76
1512654909,78,46,78,44,78,33029,79,76
1512655209,77,33,77,31,77,33069,79,76
1512655509,78,36,78,73,78,33021,79,76
1512655810,78,41,78,30,78,33076,79,76
1512656110,78,36,78,48,78,33127,79,76
1512656409,78,32,78,48,78,32866,79,76
1512656710,78,47,78,36,78,32889,79,76
1512657010,78,43,78,40,78,32922,79,76
1512657310,78,26,78,26,78,32790,79,76
1512657610,78,48,78,36,78,32826,79,76
1512657910,79,60,79,29,79,34496,79,76
1512658209,79,45,79,16,79,34608,79,76
1512658510,79,59,79,27,79,34702,79,76
1512658809,79,43,79,36,79,34794,79,76
1512659110,79,17,79,19,79,34745,79,76
1512659410,79,44,79,38,79,34822,79,76
1512659709,79,61,79,38,79,34925,79,76
1512660010,79,43,79,29,79,35030,79,76
1512660309,79,64,79,33,79,35189,79,76
1512660610,79,64,79,33,79,35234,79,76
1512660910,79,63,79,19,79,35033,79,76
1512661210,79,56,79,26,79,35074,79,76
1512661509,79,72,79,22,79,35113,79,76
1512661810,79,67,79,22,79,35095,79,76
1512662110,78,64,78,42,78,35271,79,76
1512662410,78,66,78,26,78,35406,79,76
1512662710,79,79,79,47,79,35132,79,76
1512663011,79,23,79,50,79,35156,79,76
1512663309,79,49,79,51,79,35196,79,76
1512663611,79,89,79,58,79,35134,79,76
1512663911,78,45,78,64,78,35252,79,76
1512664210,78,40,78,31,78,35303,79,76
1512664510,79,105,79,82,79,35270,79,76
1512664811,79,60,79,58,79,35298,79,76
1512665110,78,16,78,34,78,35338,79,76
1512665410,78,45,78,36,78,32608,79,76
1512665709,78,37,78,38,78,32622,79,76
1512666010,78,9,78,50,78,32642,79,76
1512666310,79,26,79,48,79,30050,79,76
1512666610,78,43,78,22,78,30074,79,76
1512666910,78,39,78,28,78,30089,79,76
1512667211,79,20,79,25,79,29374,79,76
1512667512,79,22,79,26,79,29381,79,76
1512667810,79,41,79,17,79,29395,79,76
1512668109,79,51,79,30,79,28887,79,76
1512668409,79,12,79,53,79,28960,79,76
1512668710,79,10,79,35,79,28992,79,76
1512669011,79,15,79,11,79,28773,79,76
1512669310,79,15,79,63,79,28826,79,76
1512669610,79,9,79,30,79,28842,79,76
1512669910,79,14,79,19,79,27925,79,76
1512670209,79,22,79,61,79,27949,79,76
1512670510,79,25,79,46,79,27986,79,76
1512670810,80,89,80,44,80,28737,80,76
1512671110,79,104,79,12,79,29292,80,76
1512671409,79,36,79,23,79,29379,80,76
1512671710,79,34,79,27,79,29243,80,76
1512672010,79,44,79,32,79,29339,80,76
1512672310,79,44,79,20,79,29524,80,76
1512672610,79,35,79,51,79,29155,80,76
1512672911,79,29,79,36,79,29268,80,76
1512673210,79,35,79,45,79,29321,80,76
1512673510,79,20,79,39,79,29050,80,76
1512673810,79,62,79,48,79,29093,80,76
1512674110,79,64,79,19,79,29110,80,76
1512674410,79,43,79,34,79,28977,80,76
1512674709,79,32,79,18,79,28986,80,76
1512675010,79,61,79,35,79,29003,80,76
1512675310,79,17,79,48,79,28832,80,76
1512675611,79,41,79,23,79,28879,80,76
1512675910,79,20,79,20,79,28901,80,76
1512676209,79,31,79,62,79,28740,80,76
1512676510,79,51,79,40,79,28766,80,76
1512676810,79,52,79,63,79,28810,80,76
1512677110,79,55,79,93,79,28633,80,76
1512677410,79,407,79,62,79,28660,80,76
1512677711,79,360,79,62,79,28732,80,76
1512678010,79,63,79,39,79,28559,80,76
1512678310,79,33,79,50,79,28716,80,76
1512678610,79,27,79,50,79,28930,80,76
1512678909,79,26,79,30,79,29227,80,76
1512679209,79,30,79,17,79,29292,80,76
1512679510,79,37,79,39,79,29369,80,76
1512679811,79,34,79,31,79,29288,80,76
1512680109,79,28,79,23,79,29376,80,76
1512680410,79,56,79,24,79,29457,80,76
1512680711,79,77,79,8,79,29386,80,76
1512681010,79,803,79,33,79,29465,80,76
1512681310,79,728,79,33,79,29588,80,76
1512681609,79,682,79,29,79,29069,80,76
1512681910,79,30,79,22,79,29320,80,76
1512682210,79,40,79,23,79,29336,80,76
1512682510,79,44,79,21,79,29329,80,76
1512682809,79,30,79,31,79,29407,80,76
1512683110,79,539,79,27,79,29526,80,76
1512683410,79,28,79,520,79,29459,80,76
1512683710,79,58,79,22,79,29522,80,76
1512684010,79,481,79,20,79,29560,80,76
1512684310,79,65,79,26,79,29315,80,76
1512684609,79,47,79,38,79,29372,80,76
1512684910,79,35,79,24,79,29408,80,76
1512685210,79,37,79,40,79,30192,80,76
1512685510,79,58,79,23,79,30298,80,76
1512685810,79,24,79,47,79,30359,80,76
1512686110,79,19,79,54,79,30314,80,76
1512686410,79,43,79,43,79,30355,80,76
1512686710,79,19,79,44,79,30371,80,76
1512687010,79,37,79,59,79,30324,80,76
1512687310,79,20,79,51,79,30349,80,76
1512687610,79,17,79,52,79,30386,80,76
1512687910,79,21,79,951,79,30018,80,76
1512688209,79,39,79,785,79,30252,80,76
1512688510,79,32,79,769,79,30318,80,76
1512688809,79,38,79,763,79,30274,80,76
1512689109,79,27,79,638,79,30594,80,76
1512689410,79,34,79,566,79,30775,80,76
1512689710,79,63,79,542,79,30860,80,76
1512690009,79,20,79,53,79,31040,80,76
1512690309,79,41,79,49,79,31243,80,76
1512690610,79,63,79,53,79,31574,80,76
1512690912,79,336,79,33,79,31796,80,76
1512691210,79,15,79,73,79,31837,80,76
1512691510,79,356,79,69,79,31779,80,76
1512691811,79,18,79,25,79,32170,80,76
1512692111,79,25,79,73,79,32221,80,76
1512692410,79,46,79,63,79,32182,80,76
1512692709,79,15,79,50,79,32215,80,76
1512693010,79,21,79,80,79,32228,80,76
1512693310,79,21,79,56,79,32145,80,76
1512693610,79,35,79,46,79,32227,80,76
1512693910,79,90,79,84,79,32171,80,76
1512694210,80,9,80,69,80,33377,80,76
1512694510,79,18,79,161,79,33715,80,76
1512694810,80,31,80,47,80,33960,80,76
1512695110,79,43,79,24,79,33952,80,76
1512695410,79,44,79,14,79,34025,80,76
1512695710,79,39,79,49,79,34140,80,76
1512696009,79,36,79,26,79,34379,80,76
1512696310,79,24,79,48,79,34556,80,76
1512696611,79,34,79,36,79,34602,80,76
1512696910,79,26,79,53,79,34645,80,76
1512697210,79,36,79,92,79,35040,80,76
1512697509,79,18,79,98,79,35185,80,76
1512697810,79,75,79,82,79,34884,80,76
1512698110,79,31,79,69,79,34921,80,76
1512698410,79,19,79,74,79,34930,80,76
1512698709,79,28,79,19,79,34878,80,76
1512699010,79,52,79,34,79,34956,80,76
1512699310,79,41,79,16,79,35042,80,76
1512699612,79,53,79,30,79,35006,80,76
1512699911,79,42,79,17,79,35175,80,76
1512700210,79,45,79,21,79,35238,80,76
1512700511,79,47,79,13,79,35270,80,76
1512700810,79,63,79,15,79,35354,80,76
1512701111,79,47,79,16,79,35431,80,76
1512701410,79,45,79,33,79,35363,80,76
1512701710,79,46,79,21,79,35413,80,76
1512702010,79,29,79,28,79,35514,80,76
1512702310,79,51,79,38,79,35364,80,76
1512702610,79,38,79,25,79,35463,80,76
1512702911,79,18,79,29,79,35489,80,76
1512703210,79,322,79,43,79,35418,80,76
1512703509,79,321,79,18,79,35476,80,76
1512703810,79,333,79,37,79,35537,80,76
1512704110,79,342,79,45,79,35482,80,76
1512704410,79,50,79,48,79,35592,80,76
1512704710,79,40,79,51,79,35690,80,76
1512705010,79,10,79,35,79,35654,80,76
1512705309,79,27,79,317,79,35744,80,76
1512705610,79,49,79,311,79,35769,80,76
1512705910,79,23,79,92,79,36124,80,76
1512706209,79,27,79,90,79,36166,80,76
1512706510,79,25,79,32,79,36207,80,76
1512706810,79,25,79,41,79,35954,80,76
1512707110,79,21,79,110,79,36035,80,76
1512707409,79,26,79,112,79,36114,80,76
1512707710,79,193,79,32,79,35985,80,76
1512708012,79,44,79,29,79,36068,80,76
1512708310,79,30,79,35,79,36139,80,76
1512708610,79,15,79,46,79,32563,80,77
1512708910,79,34,79,24,79,32601,80,77
1512709210,79,49,79,23,79,32618,80,77
1512709509,79,36,79,45,79,31460,80,77
1512709809,79,46,79,29,79,31547,80,77
1512710109,79,31,79,42,79,31612,80,77
1512710410,79,37,79,42,79,31420,80,77
1512710710,79,24,79,30,79,31439,80,77
1512711009,79,16,79,39,79,31767,80,77
1512711310,79,21,79,51,79,31589,80,77
1512711610,79,36,79,41,79,31787,80,77
1512711909,79,196,79,44,79,31544,80,77
1512712210,79,15,79,55,79,32344,80,77
1512712510,79,18,79,34,79,32530,80,77
1512712810,79,28,79,35,79,32613,80,77
1512713109,79,19,79,29,79,32309,80,77
1512713409,79,38,79,36,79,32340,80,77
1512713710,79,36,79,38,79,32349,80,77
1512714010,79,22,79,45,79,32088,80,77
1512714310,79,15,79,54,79,32152,80,77
1512714609,79,42,79,45,79,32249,80,77
1512714910,79,43,79,46,79,32866,80,77
1512715209,79,27,79,24,79,32951,80,77
1512715510,79,31,79,23,79,33091,80,77
1512715810,79,32,79,30,79,32869,80,77
1512716110,79,69,79,32,79,32948,80,77
1512716410,79,33,79,29,79,33037,80,77
1512716710,79,42,79,35,79,32903,80,77
1512717010,79,18,79,46,79,32973,80,77
1512717309,79,9,79,35,79,33110,80,77
1512717610,79,39,79,40,79,32981,80,77
1512717909,80,180,80,66,80,33041,80,77
1512718209,79,83,79,62,79,33199,80,77
1512718511,80,9,80,55,80,33230,80,77
1512718810,80,26,80,67,80,33391,80,77
1512719110,80,13,80,28,80,33476,80,77
1512719410,79,13,79,55,79,33424,80,77
1512719709,80,30,80,41,80,33535,80,77
1512720010,80,34,80,63,80,33585,80,77
1512720310,80,35,80,69,80,33765,80,77
1512720610,80,36,80,58,80,33834,80,77
1512720911,80,49,80,91,80,33873,80,77
1512721211,80,37,80,69,80,33856,80,77
1512721510,80,23,80,72,80,33906,80,77
1512721810,80,12,80,71,80,34058,80,77
1512722110,80,23,80,71,80,33955,80,77
1512722410,80,20,80,107,80,34091,80,77
1512722711,80,28,80,69,80,34172,80,77
1512723010,80,24,80,52,80,34044,80,77
1512723309,80,40,80,49,80,34096,80,77
1512723610,80,64,80,56,80,34159,80,77
1512723909,80,10,80,53,80,33996,80,77
1512724211,80,43,80,36,80,34106,80,77
1512724509,80,65,80,52,80,34162,80,77
1512724810,80,13,80,79,80,33932,80,77
1512725110,79,54,79,35,79,34040,80,77
1512725410,80,63,80,61,80,34071,80,77
1512725709,79,34,79,39,79,33854,80,77
1512726011,79,20,79,20,79,33936,80,77
1512726310,80,28,80,58,79,33974,80,77
1512726611,79,73,79,40,79,33864,80,77
1512726910,80,49,80,39,80,33874,80,77
1512727210,79,32,79,45,79,33896,80,77
1512727510,79,21,79,45,79,33508,80,77
1512727810,79,78,79,37,79,33576,80,77
1512728110,79,67,79,22,79,33620,80,77
1512728410,79,41,79,26,79,33379,80,77
1512728710,79,43,79,25,79,33458,80,77
1512729010,79,31,79,20,79,33495,80,77
1512729309,80,50,80,37,80,33462,80,77
1512729611,80,62,80,49,80,33569,80,77
1512729910,80,35,80,25,80,33730,80,77
1512730210,80,33,80,44,80,33799,80,77
1512730511,80,31,80,59,80,33921,80,77
1512730810,80,16,80,30,80,34008,80,77
1512731110,80,37,80,48,80,33740,80,77
1512731410,80,49,80,37,80,33788,80,77
1512731710,80,48,80,30,80,33858,80,77
1512732010,80,32,80,30,80,33628,80,77
1512732310,80,35,80,28,80,33659,80,77
1512732610,80,34,80,24,80,33707,80,77
1512732910,80,37,80,24,80,33675,80,77
1512733210,80,40,80,20,80,33745,80,77
1512733510,80,29,80,27,80,33899,80,77
1512733810,80,119,80,26,80,33787,80,77
1512734110,80,136,80,14,80,33873,80,77
1512734410,80,49,80,19,80,33921,80,77
1512734710,80,18,80,26,80,33749,80,77
1512735010,79,131,79,32,79,33896,80,77
1512735310,79,118,79,104,79,33935,80,77
1512735610,80,39,80,42,80,34940,80,77
1512735910,80,14,80,30,80,35289,80,77
1512736211,80,21,80,20,80,35894,80,77
1512736509,80,29,80,22,80,35780,80,77
1512736809,80,59,80,17,80,35806,80,77
1512737111,80,38,80,39,80,35850,80,77
1512737410,80,30,80,89,80,34145,80,77
1512737709,80,41,80,33,80,34197,80,77
1512738010,80,55,80,36,80,32634,80,77
1512738310,80,43,80,26,80,32737,80,77
1512738610,80,34,80,30,80,32753,80,77
1512738910,80,46,80,28,80,32792,80,77
1512739210,80,37,80,25,80,32586,80,77
1512739509,80,53,80,35,80,32632,80,77
1512739809,80,52,80,38,80,32365,80,77
1512740109,80,24,80,37,80,32378,80,77
1512740410,80,49,80,22,80,32398,80,77
1512740710,80,29,80,21,80,32412,80,77
1512741010,80,18,80,22,80,32355,80,77
1512741310,80,35,80,40,80,32398,80,77
1512741609,80,40,80,34,80,32420,80,77
1512741910,80,30,80,42,80,32339,80,78
1512742210,80,26,80,40,80,32365,80,78
1512742510,80,36,80,63,80,32461,80,78
1512742810,80,18,80,50,80,32828,80,78
1512743110,80,17,80,57,80,33165,80,78
1512743410,80,31,80,38,80,33254,80,78
1512743710,80,39,80,16,80,31556,80,78
1512744010,80,37,80,29,80,31619,80,78
1512744311,80,21,80,16,80,31657,80,78
1512744610,80,32,80,22,80,31153,80,78
1512744910,80,36,80,38,80,31230,80,78
1512745210,80,37,80,10,80,31253,80,78
1512745510,80,41,80,22,80,30976,80,78
1512745810,80,22,80,46,80,31022,80,78
1512746110,80,9,80,39,80,31040,80,78
1512746411,80,31,80,50,80,30645,80,78
1512746710,80,49,80,92,80,30665,80,78
1512747010,80,28,80,51,80,30765,80,78
1512747310,80,46,80,39,80,30715,80,78
1512747610,80,45,80,28,80,30762,80,78
1512747910,80,159,80,32,80,30339,80,78
1512748210,80,14,80,33,80,30770,80,78
1512748509,80,43,80,28,80,30842,80,78
1512748810,80,17,80,21,80,31330,80,78
1512749111,80,31,80,29,80,31281,80,78
1512749410,80,41,80,48,80,31321,80,78
1512749710,80,35,80,15,80,31345,80,78
1512750010,80,78,80,39,80,31248,80,78
1512750310,80,70,80,29,80,31274,80,78
1512750610,80,83,80,39,80,31360,80,78
1512750910,80,51,80,22,80,31345,80,78
1512751209,80,37,80,13,80,31368,80,78
1512751510,80,34,80,22,80,31425,80,78
1512751811,80,27,80,19,80,31379,80,78
1512752110,80,89,80,14,80,31396,80,78
1512752410,80,80,80,14,80,31568,80,78
1512752711,80,58,80,57,80,31598,80,78
1512753009,80,63,80,51,80,31729,80,78
1512753310,80,72,80,51,80,31790,80,78
1512753610,80,54,80,81,80,31811,80,78
1512753910,80,89,80,80,80,31823,80,78
1512754210,80,49,80,79,80,31840,80,78
1512754510,80,41,80,62,80,31624,80,78
1512754811,80,28,80,52,80,31663,80,78
1512755110,80,39,80,141,80,31605,80,78
1512755409,80,34,80,125,80,31646,80,78
1512755710,80,115,80,30,80,31919,80,78
1512756010,80,47,80,29,80,31837,80,78
1512756310,80,58,80,28,80,31894,80,78
1512756610,80,31,80,53,80,32239,80,78
1512756910,80,62,80,18,80,32270,80,78
1512757210,80,29,80,14,80,30420,80,78
1512757510,80,24,80,17,80,30436,80,78
1512757810,80,28,80,21,80,30462,80,78
1512758110,80,33,80,13,80,29967,80,78
1512758410,80,52,80,37,80,29998,80,78
1512758709,80,65,80,8,80,30034,80,78
1512759010,80,20,80,21,80,29866,80,78
1512759310,80,72,80,12,80,29881,80,78
1512759610,80,31,80,14,80,29895,80,78
1512759910,80,28,80,21,80,29823,80,78
1512760211,80,39,80,26,80,29949,80,78
1512760510,80,23,80,20,80,30028,80,78
1512760810,80,37,80,10,80,30001,80,78
1512761110,80,14,80,24,80,30111,80,78
1512761411,80,16,80,26,80,30194,80,78
1512761710,80,13,80,28,80,30068,80,78
1512762016,80,46,80,23,80,30090,80,78
1512762310,80,16,80,52,80,30128,80,78
1512762610,80,1024,80,15,80,30114,80,78
1512762910,80,1034,80,81,80,30166,80,78
1512763210,80,1467,80,71,80,30251,80,78
1512763510,80,1486,80,51,80,30146,80,78
1512763809,80,19,80,84,80,30190,80,78
1512764110,80,26,80,65,80,30204,80,78
1512764410,80,19,80,38,80,29991,80,78
1512764710,80,21,80,55,80,30001,80,78
1512765011,80,37,80,40,80,30027,80,78
1512765311,80,26,80,70,80,29580,80,78
1512765610,80,31,80,40,80,29614,80,78
1512765910,80,50,80,51,80,29630,80,78
1512766210,80,16,80,21,80,29454,80,78
1512766510,80,42,80,34,80,29475,80,78
1512766809,80,18,80,19,80,29306,80,78
1512767110,80,72,80,28,80,29475,80,78
1512767410,80,46,80,33,80,29513,80,78
1512767710,80,81,80,8,80,29556,80,78
1512768009,80,50,80,17,80,29268,80,78
1512768310,80,51,80,14,80,29306,80,78
1512768611,80,22,80,14,80,29320,80,78
1512768910,80,39,80,26,80,29169,80,78
1512769210,80,30,80,28,80,29177,80,78
1512769510,80,31,80,32,80,29227,80,78
1512769810,80,31,80,24,80,29104,80,78
1512770109,80,79,80,17,80,29134,80,78
1512770411,80,19,80,34,80,29215,80,78
1512770710,80,22,80,24,80,29097,80,78
1512771009,81,26,81,57,81,29906,81,78
1512771310,81,47,81,26,81,28900,81,79
1512771610,81,29,81,146,81,29159,81,79
1512771910,81,25,81,82,81,29416,81,79
1512772210,81,1026,81,78,81,29987,81,79
1512772510,81,33,81,46,81,29925,81,79
1512772810,81,18,81,80,81,30178,81,79
1512773111,81,433,81,554,81,30288,81,79
1512773410,81,22,81,72,81,30744,81,79
1512773711,81,33,81,42,81,30777,81,79
1512774010,81,76,81,69,81,30834,81,79
1512774309,81,30,81,45,81,30501,81,79
1512774610,81,25,81,52,81,30562,81,79
1512774910,81,22,81,25,81,30684,81,79
1512775210,81,18,81,37,81,30159,81,79
1512775511,81,35,81,65,81,30242,81,79
1512775810,81,23,81,28,81,29735,81,79
1512776110,81,31,81,40,81,29793,81,79
1512776409,81,18,81,34,81,29866,81,79
1512776710,81,33,81,49,81,29946,81,79
1512777012,81,28,81,38,81,29413,81,79
1512777310,81,32,81,48,81,29538,81,79
1512777610,81,26,81,54,81,29657,81,79
1512777910,81,1029,81,60,81,29458,81,79
1512778210,81,29,81,15,81,29727,81,79
1512778511,81,249,81,35,81,29830,81,79
1512778810,81,25,81,46,81,29913,81,79
1512779110,81,25,81,58,81,30174,81,79
1512779409,81,32,81,70,81,30324,81,79
1512779711,81,31,81,47,81,30487,81,79
1512780010,81,41,81,24,81,30562,81,79
1512780310,81,50,81,20,81,30945,81,79
1512780611,81,31,81,56,81,29278,81,79
1512780910,81,18,81,42,81,29317,81,79
1512781210,81,31,81,61,81,29386,81,79
1512781510,81,55,81,74,81,29163,81,79
1512781810,81,27,81,21,81,29268,81,79
1512782110,81,29,81,41,81,29367,81,79
1512782410,81,78,81,59,81,28938,81,79
1512782710,81,249,81,39,81,28965,81,79
1512783010,81,249,81,39,81,29036,81,79
1512783310,81,24,81,21,81,28520,81,79
1512783611,81,120,81,35,81,28555,81,79
1512783910,81,142,81,69,81,28586,81,79
1512784210,81,81,81,52,81,28598,81,79
1512784512,81,94,81,30,81,28721,81,79
1512784809,81,49,81,30,81,28756,81,79
1512785110,81,51,81,33,81,28670,81,79
1512785410,81,46,81,71,81,28764,81,79
1512785710,80,221,80,59,80,28686,81,79
1512786010,80,55,80,30,80,28981,81,79
1512786310,80,66,80,8,80,29275,81,79
1512786611,80,59,80,40,80,29167,81,79
1512786910,80,24,80,51,80,29278,81,79
1512787210,80,38,80,244,80,29389,81,79
1512787510,80,73,80,51,80,29515,81,79
1512787810,80,50,80,566,80,29478,81,79
1512788109,80,35,80,38,80,29615,81,79
1512788410,80,130,80,25,80,29709,81,79
1512788710,80,63,80,19,80,29916,81,79
1512789010,80,47,80,69,80,30173,81,79
1512789310,80,42,80,47,80,30245,81,79
1512789611,80,33,80,35,80,30174,81,79
