b0,b1,b2,b3,b4,b5,b6,b7,b8
1511950810,65,624,65,1324,65,96553,66,63
1511951110,64,1136,64,1435,64,96471,66,63
1511951410,64,912,64,854,64,96375,66,63
1511951710,64,609,64,980,64,96466,66,63
1511952010,65,1285,65,812,65,93201,66,63
1511952311,65,1365,65,803,65,92982,66,63
1511952610,65,1284,65,1126,65,92978,66,63
1511952911,65,823,65,1047,65,93321,66,63
1511953211,65,827,65,1126,65,89784,66,63
1511953510,64,881,65,876,65,89579,66,63
1511953810,64,600,65,979,65,89179,66,63
1511954111,64,534,65,442,64,89052,66,63
1511954410,64,823,64,966,64,88580,66,63
1511954710,64,761,64,1080,64,88062,66,63
1511955010,64,1043,64,1112,64,86975,66,63
1511955310,64,953,64,883,64,86556,66,63
1511955611,64,1210,64,1150,64,86177,66,63
1511955910,64,1430,64,1418,64,86299,66,63
1511956210,64,976,64,1264,64,86019,66,63
1511956512,64,897,64,1319,64,85721,66,63
1511956810,64,681,64,1291,64,85517,66,63
1511957111,65,996,65,1203,65,84829,66,63
1511957410,65,1262,65,1119,65,84110,66,63
1511957710,64,883,64,859,64,84732,66,63
1511958010,64,504,64,863,64,84695,66,63
1511958310,64,927,64,1228,64,84750,66,63
1511958611,64,1142,64,569,64,84724,66,63
1511958910,64,465,64,408,64,83408,66,63
1511959210,64,1549,64,1098,64,83287,66,63
1511959510,64,522,64,1039,64,83150,66,63
1511959810,64,627,64,852,64,83140,66,63
1511960110,64,941,64,837,64,83105,66,63
1511960410,64,1271,64,1254,64,82744,66,63
1511960710,65,2291,65,1100,65,85150,66,63
1511961011,65,1158,65,1376,65,85348,66,63
1511961310,65,1417,65,1358,65,85869,66,63
1511961610,65,1287,65,1303,65,85815,66,63
1511961910,65,891,65,1696,65,85737,66,63
1511962211,65,1079,65,1923,65,85777,66,63
1511962511,65,498,65,1353,65,85550,66,63
1511962810,65,1226,65,768,65,89636,66,63
1511963110,65,1308,65,1073,65,90350,66,63
1511963410,65,1282,65,1530,65,90544,66,63
1511963710,65,1274,65,1621,65,90620,66,63
1511964010,65,1386,65,1450,65,90877,66,63
1511964310,65,852,65,1256,65,91023,66,63
1511964610,65,1127,65,1253,65,90611,66,63
1511964910,65,1238,65,719,65,89783,66,63
1511965210,65,1118,65,1021,65,89613,66,63
1511965511,65,611,65,715,65,89965,66,63
1511965810,65,262,65,708,65,90256,66,63
1511966110,65,801,65,891,65,90721,66,63
1511966410,65,897,65,1199,65,90739,66,63
1511966710,65,1131,65,2620,65,92269,66,63
1511967010,65,1091,65,3207,65,92663,66,63
1511967310,65,1290,65,1764,65,93429,66,63
1511967610,65,944,65,2347,65,93523,66,63
1511967910,65,829,65,1300,65,92782,66,63
1511968210,65,1177,65,1600,65,93182,66,63
1511969110,65,1227,65,1859,65,94646,66,63
1511969410,65,912,65,1723,65,94592,66,63
1511969711,65,361,65,1709,65,94511,66,63
1511970010,65,818,65,2372,65,94698,66,63
1511970310,65,1511,65,2557,65,95213,66,63
1511970610,65,1226,65,1616,65,95188,66,63
1511970915,65,777,65,1358,65,95336,66,63
1511971210,65,960,65,1462,65,95450,66,63
1511971510,65,1059,65,1785,65,96396,66,63
1511971810,65,694,65,1700,65,96496,66,63
1511972110,65,894,65,1680,65,96362,66,63
1511972410,65,870,65,1372,65,96451,66,63
1511972711,65,1240,65,1365,65,96486,66,63
1511973011,65,1559,65,1466,65,96767,66,63
1511973310,65,1074,65,2315,65,96990,66,63
1511973610,65,744,65,1974,65,97382,66,63
1511973910,65,1045,65,1310,65,97709,66,63
1511974210,65,1425,65,1045,65,97807,66,63
1511974510,65,1410,65,1060,65,98083,66,63
1511974811,65,1121,65,1904,65,98248,66,63
1511975110,65,898,65,1798,65,98230,66,63
1511975411,65,1095,65,1891,65,98424,66,63
1511975711,65,1240,65,1227,65,98744,66,63
1511976010,65,1330,65,1003,65,98791,66,63
1511976310,65,1070,65,1627,65,98945,66,63
1511976611,65,1096,65,1600,65,98941,66,63
1511976910,65,939,65,826,65,99123,66,63
1511977210,65,954,65,966,65,93425,66,63
1511977511,65,1187,65,857,65,90962,66,63
1511977810,65,1186,65,1393,65,90935,66,63
1511978110,65,1461,65,1406,65,91115,66,63
1511978411,65,1448,65,1645,65,90740,66,63
1511978710,65,1230,65,1598,65,89196,66,63
1511979011,65,1236,65,1109,65,89916,66,63
1511979310,65,1236,65,1109,65,89916,66,63
1511979610,65,2207,65,1718,65,89414,66,63
1511979910,65,945,65,1422,65,89384,66,63
1511980210,65,1377,65,1461,65,87064,66,63
1511980510,65,805,65,1560,65,87058,66,63
1511980810,65,723,65,1197,65,86483,66,63
1511981110,65,764,65,1287,65,86524,66,63
1511981410,65,623,65,1236,65,86293,66,63
1511981711,65,1142,65,2011,65,85967,66,63
1511982011,65,1394,65,1375,65,86350,66,63
1511982311,65,1139,65,1522,65,86291,66,63
1511982610,65,1081,65,1883,65,85083,66,63
1511982910,65,1269,65,2758,65,85096,66,63
1511983210,65,1359,65,2545,65,85168,66,63
1511983511,65,1219,65,1555,65,85673,66,63
1511983810,65,1514,65,1641,65,85876,66,63
1511984110,65,987,65,1914,65,85897,66,63
1511984410,65,1621,65,1663,65,85603,66,63
1511984710,65,1345,65,1519,65,85836,66,63
1511985010,65,1130,65,1720,65,85870,66,63
1511985310,65,1532,65,1935,65,85894,66,63
1511985610,65,1342,65,1602,65,85863,66,63
1511985911,65,1288,65,1744,65,85959,66,63
1511986210,65,1430,65,1786,65,86073,66,63
1511986510,65,1182,65,1619,65,86157,66,63
1511986810,65,1233,65,1954,65,86324,66,63
1511987110,65,1556,65,1729,65,86283,66,63
1511987410,65,1348,65,1740,65,86276,66,63
1511987710,65,1101,65,1724,65,86694,66,63
1511988011,65,1225,65,1636,65,86856,66,63
1511988311,65,1446,65,1915,65,86960,66,63
1511988610,65,1061,65,1591,65,84749,66,63
1511988910,65,1516,65,1769,65,84396,66,63
1511989210,65,888,65,1515,65,84615,66,63
1511989510,65,1282,65,1525,65,85523,66,63
1511989810,65,1321,65,1820,65,85461,66,63
1511990112,65,1488,65,1768,65,85392,66,63
1511990411,65,1123,65,1805,65,85390,66,63
1511990710,65,1170,65,1621,65,85268,66,63
1511991010,65,1185,65,2206,65,85145,66,63
1511991310,65,1489,65,1752,65,85686,66,63
1511991610,65,1119,65,1419,65,85976,66,63
1511991910,65,1528,65,1075,65,85997,66,63
1511992210,65,1140,65,1515,65,86009,66,63
1511992510,65,1332,65,1754,65,84638,66,63
1511992810,65,1246,65,1602,65,84808,66,63
1511993110,65,1740,65,1567,65,84317,66,63
1511993411,65,2356,65,1693,65,84247,66,63
1511993711,65,1748,65,1417,65,84168,66,63
1511994010,65,2999,65,579,65,84108,66,63
1511994310,65,1568,65,1034,65,84433,65,63
1511994610,65,1216,65,1515,65,84416,65,63
1511994910,65,3324,65,1109,65,84279,65,63
1511995210,65,3406,65,103,65,85007,65,63
1511995510,65,3087,65,817,65,85008,65,63
1511995811,65,3068,65,1267,65,85598,65,63
1511996110,65,3248,65,1260,65,85640,65,63
1511996410,65,1461,65,1085,65,86423,65,63
1511996710,65,3183,65,788,65,86899,65,63
1511997010,65,2839,65,1482,65,86473,65,63
1511997311,65,2466,65,1085,65,86711,65,63
1511997615,65,2466,65,1085,65,86711,65,63
1511997910,65,2234,65,1654,65,87046,65,63
1511998210,65,1182,65,1099,65,86920,65,63
1511998510,65,1366,65,1400,65,87462,65,63
1511998810,65,1134,65,1509,65,88140,65,63
1511999110,65,861,65,1413,65,88823,65,63
1511999411,65,921,65,1289,65,88841,65,63
1511999711,65,1118,65,1668,65,89071,65,63
1512000010,65,1288,65,1171,65,88538,65,63
1512000311,65,961,65,951,65,88873,65,63
1512000610,65,1136,65,1075,65,88848,65,63
1512000910,65,813,65,1010,65,88966,65,63
1512001210,65,1164,65,1240,65,89024,65,63
1512001511,65,1164,65,1240,65,89024,65,63
1512001810,65,1154,65,1367,65,89126,65,63
1512002110,65,1408,65,1138,65,89276,65,63
1512002410,65,1260,65,1169,65,89048,65,63
1512002710,65,940,65,1257,65,89258,65,63
1512003010,65,933,65,1193,65,89484,65,63
1512003310,65,1126,65,1100,65,89546,65,63
1512003610,65,925,65,1330,65,90814,65,63
1512003910,65,786,65,1476,65,90824,65,63
1512004210,65,701,65,1628,65,90885,65,63
1512004511,64,685,65,1037,64,91031,65,63
1512004813,64,1127,64,1493,64,91253,65,63
1512005110,64,1452,64,992,64,91173,65,63
1512005411,64,1186,64,965,64,91173,65,63
1512005711,64,459,64,960,64,91178,65,63
1512006010,64,985,64,1321,64,91256,65,63
1512006311,64,1011,64,1657,64,91225,65,63
1512006610,64,1982,64,1443,64,91561,65,63
1512006910,64,2167,64,1854,64,91544,65,63
1512007210,64,1595,64,1940,64,91459,65,63
1512007512,64,1329,64,1217,64,91439,65,63
1512007810,64,1076,64,1636,64,91486,65,63
1512008110,65,946,65,839,65,91786,65,63
1512008410,64,2020,64,1099,64,91849,65,63
1512008711,64,1652,65,1029,65,91833,65,63
1512009010,64,1977,64,1025,64,91730,65,63
1512009310,65,1657,65,1059,65,91747,65,63
1512009610,65,1798,65,1248,65,91782,65,63
1512009910,65,1505,65,1036,65,91618,65,63
1512010210,64,1571,65,1067,64,91700,65,63
1512010510,64,1120,65,1130,64,91582,65,63
1512010810,64,1051,65,1332,64,91576,65,63
1512011111,65,1414,65,799,65,91656,65,63
1512011410,65,917,65,916,65,92121,65,63
1512011710,65,832,65,688,65,92176,65,63
1512012011,65,627,65,694,65,92294,65,63
1512012310,65,597,65,796,65,92890,65,63
1512012610,65,730,65,1305,65,92873,65,63
1512012910,65,749,65,654,65,92037,65,63
1512013211,65,739,65,840,65,91301,65,63
1512013511,65,650,65,897,65,91219,65,63
1512013810,65,715,65,861,65,91220,65,63
1512014110,65,867,65,834,65,91286,65,63
1512014410,65,835,65,1111,65,91345,65,63
1512014710,65,948,65,926,65,91255,65,63
1512015011,64,941,64,899,64,91232,65,63
1512015310,64,1069,64,904,64,91343,65,63
1512015610,64,925,65,791,64,91277,65,63
1512015910,65,722,65,877,65,91000,65,63
1512016210,65,879,65,1006,65,91113,65,63
1512016510,64,827,65,747,65,91079,65,63
1512016810,65,713,65,1155,65,91100,65,63
1512017110,65,853,65,1067,65,90540,65,63
1512017410,65,910,65,1081,65,91005,65,63
1512017711,65,808,65,1153,65,89695,65,63
1512018010,65,908,65,1276,65,89894,65,63
1512018311,65,755,65,1255,65,89316,65,63
1512018610,65,720,65,1100,65,89198,65,63
1512018911,65,733,65,1519,65,89008,65,63
1512019210,65,943,65,1210,65,89045,65,63
1512019510,65,635,65,1493,65,89161,65,63
1512019811,65,691,65,790,65,89219,65,63
1512020111,65,624,65,1318,65,89181,65,63
1512020410,65,790,65,714,65,89349,65,63
1512020710,65,669,65,1520,65,89381,65,63
1512021010,65,861,65,1076,65,89515,65,63
1512021310,65,1070,65,989,65,89397,65,63
1512021612,65,1195,65,1244,65,89159,65,63
1512021910,65,759,65,1038,65,89131,65,63
1512022211,65,953,65,1280,65,89243,65,63
1512022511,65,813,65,1588,65,89414,65,63
1512022811,65,722,65,1313,65,87414,65,63
1512023110,65,822,65,1674,65,84569,65,63
1512023410,65,892,65,1763,65,84257,65,63
1512023711,65,785,65,1369,65,82823,65,64
1512024010,65,880,65,1248,65,82163,65,64
1512024311,65,677,65,1242,65,80519,65,64
1512024610,65,801,65,1470,65,80477,65,64
1512024910,65,844,65,1360,65,80423,65,64
1512025210,65,847,65,1283,65,80253,65,64
1512025511,0,-1,0,-1,0,-1,0,0
1512025810,0,-1,0,-1,0,-1,0,0
1512026111,0,-1,0,-1,0,-1,0,0
1512026411,0,-1,0,-1,0,-1,0,0
1512026710,0,-1,0,-1,0,-1,0,0
1512027011,0,-1,0,-1,0,-1,0,0
1512027311,0,-1,0,-1,0,-1,0,0
1512027610,0,-1,0,-1,0,-1,0,0
1512027910,0,-1,0,-1,0,-1,0,0
1512028211,0,-1,0,-1,0,-1,0,0
1512028511,0,-1,0,-1,0,-1,0,0
1512028810,0,-1,0,-1,0,-1,0,0
1512029111,0,-1,0,-1,0,-1,0,0
1512029412,0,-1,0,-1,0,-1,0,0
1512029710,0,-1,0,-1,0,-1,0,0
1512030011,0,-1,0,-1,0,-1,0,0
1512030310,0,-1,0,-1,0,-1,0,0
1512030611,0,-1,0,-1,0,-1,0,0
1512030911,0,-1,0,-1,0,-1,0,0
1512031210,0,-1,0,-1,0,-1,0,0
1512031510,65,493,65,1051,65,68084,65,64
1512031810,65,710,65,1315,65,68063,65,64
1512032110,65,539,65,1117,65,68094,65,64
1512032410,65,529,65,1102,65,68348,65,64
1512032711,65,692,65,1530,65,68351,65,64
1512033010,65,1085,65,1517,65,68490,65,64
1512033310,65,1387,65,1428,65,68549,65,64
1512033610,65,1355,65,1475,65,68426,65,64
1512033910,65,1116,65,1280,65,68575,65,64
1512034210,65,1382,65,1358,65,68513,65,64
1512034510,65,1184,65,1623,65,68481,65,64
1512034810,65,1329,65,1519,65,67988,65,64
1512035111,65,1488,65,1300,65,68132,65,64
1512035410,65,1404,65,1649,65,67458,65,64
1512035710,65,1474,65,1708,65,67482,65,64
1512036010,65,1394,65,1160,65,67539,65,64
1512036310,65,1287,65,2611,65,67484,65,64
1512036610,65,1571,65,2546,65,67429,65,64
1512036910,65,1323,65,2129,65,67448,65,64
1512037211,65,1297,65,2502,65,67564,65,64
1512037510,65,1237,65,2791,65,67625,65,64
1512037810,65,1078,65,1942,65,67744,65,64
1512038110,65,1101,65,3655,65,67676,65,64
1512038410,65,1171,65,3426,65,67308,65,64
1512038712,65,950,65,3229,65,67301,65,64
1512039010,65,1238,65,3204,65,67632,65,64
1512039310,65,1443,65,3413,65,67291,65,64
1512039610,65,1264,65,983,65,67473,65,64
1512039910,65,1150,65,3899,65,67497,65,64
1512040210,65,1949,66,1794,66,75072,66,64
1512040511,65,1417,65,1203,65,75406,66,64
1512040810,66,1969,66,1321,66,76273,66,64
1512041110,66,1636,66,1375,66,79004,66,64
1512041410,66,940,66,714,66,79242,66,64
1512041710,66,840,66,1206,66,79892,66,64
1512042012,66,1318,66,861,66,80976,66,64
1512042310,66,696,66,1583,66,81636,66,64
1512042610,66,1095,66,1132,66,81693,66,64
1512042911,66,2138,66,1689,66,82529,66,64
1512043210,65,1460,65,1472,65,83096,66,64
1512043511,66,2628,66,1618,66,84343,66,64
1512043810,66,2771,66,1303,66,85092,66,64
1512044110,66,2787,66,1528,66,84526,66,64
1512044410,66,2432,66,1303,66,84649,66,64
1512044710,66,2350,66,1702,66,84577,66,64
1512045010,66,1278,66,1822,66,84782,66,64
1512045310,66,2498,66,1291,66,85635,66,64
1512045610,66,2435,66,1345,66,85837,66,64
1512045910,66,2475,66,1253,66,85912,66,64
1512046210,66,2287,66,1564,66,85915,66,64
1512046510,66,2532,66,1300,66,86153,66,64
1512046811,66,1204,66,1168,66,86463,66,64
1512047110,66,3298,66,1096,66,84765,66,64
1512047411,66,2549,66,1418,66,85049,66,64
1512047711,66,1898,66,1038,66,85228,66,64
1512048010,66,1802,66,1100,66,85321,66,64
1512048311,66,1803,66,1045,66,85272,66,64
1512048610,66,913,66,1293,66,85800,66,64
1512048911,65,1143,65,1284,66,85775,66,64
1512049210,65,1465,65,847,65,81976,66,64
1512049510,65,1649,65,1169,65,81985,66,64
1512049810,65,1282,65,1497,65,80572,66,64
1512050110,65,1578,65,1167,65,80434,66,64
1512050410,65,1093,65,1179,65,80096,66,64
1512050710,65,1260,65,1495,65,80025,66,64
1512051010,65,1046,65,1323,65,80688,66,64
1512051311,65,1328,65,1446,65,81000,66,64
1512051611,65,1109,65,1162,65,80983,66,64
1512051910,65,1094,65,1361,65,80375,66,64
1512052210,65,1063,65,1478,65,80041,66,64
1512052510,65,1055,65,1563,65,80010,66,64
1512052810,65,797,65,1446,65,80185,66,64
1512053111,65,695,65,1588,65,78694,66,64
1512053410,65,850,65,1181,65,78394,66,64
1512053710,65,936,65,1388,65,76763,66,64
1512054010,65,1044,65,1299,65,76625,66,64
1512054310,65,1133,65,1348,65,76092,66,64
1512054610,65,1092,65,1182,65,75650,66,64
1512054910,65,1016,65,1229,65,74616,66,64
1512055210,65,1141,65,1331,65,74605,66,64
1512055510,65,1420,65,1118,65,74823,66,64
1512055810,65,1548,65,1223,65,74891,66,64
1512056110,65,1355,65,1313,65,75097,66,64
1512056410,65,801,65,1319,65,75836,66,64
1512056710,65,1269,65,1029,65,75583,66,64
1512057010,65,840,65,1316,65,76936,66,64
1512057310,65,1314,65,1008,65,77838,66,64
1512057610,65,818,65,1173,65,78150,66,64
1512057912,65,538,65,876,65,77213,66,64
1512058210,65,855,65,1161,65,77265,66,64
1512058510,65,1231,65,1153,65,77957,66,64
1512058810,65,1030,65,888,65,78612,66,64
1512059110,65,1007,65,1017,65,78566,66,64
1512059410,65,754,65,1122,65,78371,66,64
1512059711,65,966,65,1023,65,78334,66,64
1512060010,65,1106,65,943,65,78346,66,64
1512060310,65,858,65,1083,65,78120,66,64
1512060611,65,1303,65,1019,65,78053,66,64
1512060910,65,1089,65,967,65,78058,66,64
1512061210,65,816,65,923,65,77998,66,64
1512061510,65,857,65,846,65,77946,66,64
1512061810,65,1331,65,786,65,78109,66,64
1512062111,65,1056,65,741,65,78115,66,64
1512062411,65,759,65,910,65,78242,66,64
1512062712,65,607,65,810,65,78008,66,64
1512063010,65,654,65,898,65,77978,66,64
1512063310,65,1078,65,1037,65,77813,66,64
1512063610,65,985,65,687,65,77815,66,64
1512063910,65,855,65,674,65,77876,66,64
1512064211,65,751,65,931,65,77899,66,64
1512064510,65,1226,65,1355,65,77818,66,64
1512064812,65,1099,65,1324,65,77771,66,64
1512065110,65,1172,65,911,65,77851,66,64
1512065410,65,1134,65,852,65,76976,66,64
1512065710,65,1286,65,1076,65,76975,66,64
1512066011,65,1675,65,1203,65,77089,66,64
1512066311,65,1048,65,1306,65,77226,66,64
1512066611,65,1130,65,1208,65,77230,66,64
1512066910,65,946,65,1129,65,77272,66,64
1512067210,65,1148,65,1108,65,77257,66,64
1512067511,65,1151,65,1256,65,77366,66,64
1512067810,65,1004,65,1025,65,77451,66,64
1512068110,65,1215,65,1206,65,77655,66,64
1512068410,65,890,65,765,65,77525,66,64
1512068711,65,708,65,575,65,77177,66,64
1512069010,65,883,65,687,65,77316,66,64
1512069310,65,1448,65,670,65,77291,66,64
1512069610,65,1175,65,719,65,77245,66,64
1512069911,65,1013,65,1070,65,76600,66,64
1512070211,65,1127,65,1178,65,76430,66,64
1512070510,65,1172,65,1029,65,76492,66,64
1512070811,65,585,65,1138,65,76225,66,64
1512071110,65,1264,65,1599,65,76622,66,64
1512071411,65,1178,65,1549,65,76694,66,64
1512071710,65,1123,65,1702,65,77252,66,64
1512072010,65,1022,65,1124,65,77437,66,64
1512072310,65,1071,65,1177,65,77561,66,64
1512072610,65,1119,65,1337,65,77502,66,64
1512072910,66,1430,66,2025,66,79756,66,64
1512073210,65,819,66,2091,65,79625,66,64
1512073510,65,1492,65,1180,65,79416,66,64
1512073810,65,1283,65,1747,65,79707,66,64
1512074110,65,1166,65,1306,65,79756,66,64
1512074410,65,967,65,1401,65,79761,66,64
1512074710,65,1016,65,1654,65,79911,66,64
1512075010,65,1149,65,1173,65,78687,66,64
1512075310,65,1103,65,1659,65,78489,66,64
1512075610,65,1257,65,1329,65,78360,66,64
1512075910,66,1091,66,1731,66,78661,66,64
1512076211,66,1436,66,2703,66,79983,66,64
1512076510,66,1088,66,1745,66,80615,66,64
1512076810,66,644,66,2098,66,81152,66,64
1512077111,66,1122,66,1543,66,81844,66,64
1512077410,66,1309,66,1190,66,83464,66,64
1512077711,66,1598,66,1712,66,85092,66,64
1512078010,66,1554,66,1207,66,87000,66,64
1512078310,67,1448,67,1262,68,113075,69,64
1512078610,68,1886,68,1013,68,121119,69,64
1512078910,68,3186,68,1108,68,130127,69,64
1512079211,67,1402,67,1169,67,131601,69,64
1512079510,68,1002,68,1831,68,132482,69,64
1512079810,67,1422,68,757,68,133031,69,64
1512080110,67,1292,67,856,67,133452,69,64
1512080411,67,1433,67,794,67,136478,69,64
1512080711,67,1266,67,864,67,136910,69,64
1512081010,67,744,67,1178,67,137949,69,64
1512081311,67,909,67,1164,67,138767,69,64
1512081610,67,690,67,1044,67,138111,69,64
1512081910,67,959,67,1221,67,138235,69,64
1512082211,67,952,67,954,67,137925,69,64
1512082510,67,919,67,1426,67,138863,69,64
1512082810,67,1605,67,1604,67,138381,69,64
1512083110,66,538,66,1480,66,138728,69,64
1512083410,66,1165,66,1411,66,139642,69,64
1512083710,66,1743,66,1296,66,139415,69,64
1512084010,66,942,66,1266,66,139383,69,64
1512084311,66,1563,66,1834,66,139852,69,64
1512084610,66,1693,66,1659,66,139862,69,64
1512084910,66,1012,66,1190,66,138835,69,64
1512085211,66,1076,66,981,66,138228,69,64
1512085510,66,1351,66,1201,66,137875,69,64
1512085811,66,1312,66,1011,66,137819,69,64
1512086110,67,1766,67,1632,67,138037,69,64
1512086411,67,1329,67,1761,67,138322,69,64
1512086711,67,1777,67,903,67,137950,69,64
1512087010,67,1475,67,825,67,137909,69,64
1512087310,67,1311,67,950,67,137925,69,64
1512087610,67,1441,67,967,67,137910,69,64
1512087910,67,1395,67,1047,67,137939,69,64
1512088210,67,1042,67,1669,67,138078,69,64
1512088511,67,1344,67,1451,67,138009,69,64
1512088810,67,1634,67,1525,67,138420,69,64
1512089110,67,1341,67,1064,67,138173,69,64
1512089410,67,1025,67,1282,67,137947,69,64
1512089710,67,1150,67,1250,67,138079,69,64
1512090011,67,1184,67,2189,67,138012,69,64
1512090310,67,1250,67,184,67,138324,69,64
1512090610,67,1096,67,1184,67,138726,69,64
1512090910,67,1271,67,1103,67,138935,69,64
1512091210,66,1802,66,2501,66,140292,69,64
1512091510,66,1174,66,1767,66,140711,69,64
1512091810,66,1417,66,1523,66,141364,69,64
1512092110,66,805,66,1503,66,141156,69,64
1512092410,66,802,66,1262,66,141494,69,64
1512092710,66,1057,66,1289,66,141835,69,64
1512093011,66,879,66,1277,66,141837,69,64
1512093310,66,1036,66,950,66,142077,69,64
1512093611,66,1422,66,1130,66,142813,69,64
1512093910,66,1125,66,1190,66,142999,69,64
1512094210,66,1065,66,1277,66,143193,69,64
1512094510,66,1511,66,1063,66,142981,69,64
1512094810,66,1227,66,1047,66,143127,69,64
1512095111,66,1343,66,1057,66,143484,69,64
1512095410,66,1232,67,990,67,143718,69,64
1512095710,66,884,66,955,66,144191,69,64
1512096010,66,1105,66,707,66,144444,69,64
1512096310,66,1425,66,1061,66,144649,69,64
1512096610,66,885,66,958,66,144636,69,64
1512096910,66,1370,66,774,66,144910,69,64
1512097210,67,1148,67,1372,67,145124,69,64
1512097510,67,1849,67,1243,67,146078,69,64
1512097810,66,1213,66,1313,66,147259,69,64
1512098110,66,1206,66,1255,66,147270,69,64
1512098410,66,1006,66,1109,66,147307,69,64
1512098712,66,1212,66,1202,66,146727,69,64
1512099010,66,1638,66,1061,66,147061,69,64
1512099310,66,1463,66,1311,66,147065,69,64
1512099611,66,1302,66,632,66,147078,69,64
1512099910,66,1494,66,839,66,147082,69,64
1512100210,66,1481,66,1052,66,147052,69,64
1512100510,66,1543,66,1138,66,147169,69,64
1512100811,66,1502,66,1461,66,147168,69,64
1512101110,66,1553,66,850,66,148062,69,64
1512101410,66,1467,66,1319,66,148448,69,64
1512101710,66,1519,66,1001,66,148443,69,64
1512102010,66,1249,66,847,66,149214,69,64
1512102310,66,909,66,1145,66,149756,69,64
1512102610,66,976,66,1108,66,149820,69,64
1512102910,66,3314,66,1006,66,151425,69,65
1512103210,65,1285,65,1127,65,152078,69,65
1512103511,65,1160,65,1200,65,152431,69,65
1512103810,65,984,66,1751,65,152220,69,65
1512104110,65,3738,65,1139,65,152844,69,65
1512104410,65,1203,65,1008,65,157496,69,64
1512104710,64,1237,64,1231,64,159041,69,64
1512105010,65,1045,65,854,65,161232,69,64
1512105310,65,1063,65,1043,65,161466,69,64
1512105610,65,1389,65,1243,65,162247,69,64
1512105910,65,1231,65,1163,65,162484,69,64
1512106210,65,1313,65,792,65,162786,69,64
1512106510,65,995,65,2387,65,162902,69,64
1512106810,65,1220,65,1948,65,163316,69,64
1512107110,65,761,65,2466,65,164484,69,64
1512107410,65,925,65,2068,65,164714,69,64
1512107711,65,849,65,2700,65,165010,69,64
1512108010,65,1051,65,1043,65,165180,69,64
1512108310,65,1262,65,1973,65,165401,69,64
1512108611,65,1308,65,1535,65,165474,69,64
1512108910,65,873,65,2682,65,164792,69,64
1512109210,65,979,65,2047,65,164817,69,64
1512109510,65,993,65,2006,65,165001,69,64
1512109810,65,910,65,1220,65,164952,69,64
1512110110,65,1054,65,1619,65,165809,69,64
1512110410,65,876,65,1721,65,165812,69,64
1512110711,65,727,65,1499,65,166086,69,64
1512111010,65,491,65,1362,65,166265,69,64
1512111310,65,982,65,1119,65,166932,69,64
1512111610,65,1432,65,1075,65,167013,69,64
1512111910,65,820,65,965,65,167584,69,64
1512112210,65,862,65,825,65,167639,69,64
1512112511,65,901,65,889,65,167703,69,64
1512112811,65,1114,65,1153,65,167908,69,64
1512113110,65,1066,65,1164,65,168227,69,64
1512113410,65,1203,65,1327,65,168841,69,64
1512113710,65,1027,65,792,65,169147,69,64
1512114010,65,1127,65,1062,65,169665,69,64
1512114310,64,3095,64,2491,64,170547,69,64
1512114610,65,1155,65,935,65,171395,69,64
1512114910,65,796,65,1155,65,171541,69,64
1512115210,65,1500,65,749,65,171790,69,64
1512115510,64,3207,64,1133,64,173401,69,64
1512115810,65,1332,65,956,65,173708,69,64
1512116110,64,808,64,1147,64,174195,69,64
1512116410,64,1319,64,1055,64,174842,69,64
1512116710,64,962,64,1145,64,174929,69,64
1512117011,65,898,65,1265,65,175680,69,64
1512117310,64,1424,64,1166,64,176328,69,64
1512117611,65,1073,65,939,65,177029,69,64
1512117910,65,1134,65,1053,65,178571,69,64
1512118211,65,1312,65,870,65,182792,69,64
1512118510,66,3125,66,1188,66,184843,69,64
1512118810,66,1628,66,489,66,186873,69,64
1512119111,66,2296,66,1216,66,193900,69,64
1512119411,67,3639,67,1867,67,208833,69,64
1512119711,68,781,68,743,68,218156,69,64
1512120010,68,1176,68,1364,68,225023,69,64
1512120311,69,3563,69,919,69,239854,70,64
1512120610,68,3059,68,941,68,250056,70,64
1512120911,69,3168,69,727,69,259275,70,64
1512121210,72,2076,72,2329,72,273990,72,64
1512121510,71,891,71,1310,71,298459,74,64
1512121811,70,3036,70,898,69,309742,74,64
1512122110,70,1173,70,659,70,317140,74,64
1512122411,70,876,70,756,70,321506,74,64
1512122712,71,2839,71,1580,71,324666,74,64
1512123010,70,2657,70,639,70,327964,74,64
1512123310,70,3405,70,880,70,329866,74,64
1512123610,70,1407,70,1751,70,331899,74,64
1512123910,70,1077,70,3616,70,335209,74,64
1512124210,70,1004,70,923,70,337322,74,64
1512124510,70,1109,70,1065,70,341766,74,64
1512124810,70,1446,70,1382,70,343800,74,64
1512125110,70,1074,70,1158,70,345111,74,64
1512125410,70,772,70,1376,70,346666,74,64
1512125710,70,1013,70,1429,70,346982,74,64
1512126011,70,831,70,914,70,347303,74,64
1512126310,70,1179,70,3554,70,350091,74,64
1512126611,69,1015,69,3015,69,346652,74,64
1512126910,69,1224,69,1079,69,350497,74,64
1512127211,69,979,69,1400,69,351161,74,64
1512127511,70,818,70,1419,70,350554,74,64
1512127810,69,987,69,1003,69,352074,74,64
1512128110,69,1519,69,1713,69,353114,74,64
1512128411,69,1582,69,1185,69,355862,74,64
1512128710,69,1718,70,1610,70,357579,74,64
1512129010,69,1137,69,1738,69,360374,74,64
1512129310,69,857,69,2000,69,363279,74,64
1512129610,69,715,69,157,69,364696,74,64
